locus	num_taxa	tree_length	mean_bootstrap_support
OG0000403_2rr_1.inclade1.ortho1.pos12	60	9.8940	87.5
OG0000405_1rr_1.inclade2.ortho1.pos12	66	12.9327	84.9
OG0000405_1rr_1.inclade3.ortho1.pos12	48	11.3342	89.8
OG0000407_2rr_1.inclade1.ortho1.pos12	39	6.3391	94.0
OG0000409_1rr_1.inclade1.ortho1.pos12	55	22.2616	85.7
OG0000413_1rr_3.unrooted-ortho.pos12	40	8.7691	87.8
OG0000414_1rr_1.inclade1.ortho1.pos12	73	6.3259	84.9
OG0000414_2rr_1.unrooted-ortho.pos12	23	5.6165	78.9
OG0000414_4rr_1.inclade1.ortho2.pos12	46	2.0583	83.6
OG0000415_2rr_1.unrooted-ortho.pos12	25	2.5457	75.6
OG0000415_3rr_1.unrooted-ortho.pos12	24	5.2324	87.2
OG0000415_4rr_1.inclade1.ortho1.pos12	50	7.5121	79.1
OG0000417_1rr_1.inclade1.ortho1.pos12	35	13.3599	83.3
OG0000417_1rr_1.inclade1.ortho2.pos12	23	6.0282	86.4
OG0000418_1rr_1.inclade1.ortho1.pos12	55	13.2895	89.9
OG0000420_3rr_1.unrooted-ortho.pos12	48	15.1366	84.2
OG0000424_1rr_1.unrooted-ortho.pos12	21	4.3143	80.6
OG0000424_3rr_1.inclade1.ortho1.pos12	44	10.4688	82.3
OG0000426_3rr_2.inclade1.ortho1.pos12	55	14.1859	84.4
OG0000427_1rr_1.inclade1.ortho1.pos12	23	5.6743	75.2
OG0000432_2rr_1.inclade1.ortho1.pos12	24	1.9502	82.0
OG0000433_1rr_1.inclade1.ortho1.pos12	55	7.4620	85.4
OG0000433_1rr_1.inclade1.ortho2.pos12	46	10.2174	88.9
OG0000436_2rr_1.inclade1.ortho1.pos12	23	4.4702	90.4
OG0000437_2rr_1.inclade1.ortho2.pos12	27	2.2555	85.2
OG0000439_1rr_1.inclade1.ortho1.pos12	43	7.7505	83.1
OG0000444_3rr_1.inclade1.ortho1.pos12	46	8.0021	84.9
OG0000445_1rr_1.inclade1.ortho1.pos12	40	0.4561	64.2
OG0000445_1rr_1.inclade2.ortho1.pos12	26	3.9963	74.7
OG0000447_2rr_1.inclade1.ortho1.pos12	56	11.4141	89.2
OG0000449_1rr_1.inclade1.ortho1.pos12	57	1.0951	80.7
OG0000449_2rr_1.inclade1.ortho2.pos12	36	1.5393	81.3
OG0000449_3rr_1.inclade1.ortho1.pos12	59	5.2127	84.5
OG0000453_1rr_1.inclade1.ortho1.pos12	61	5.7343	75.6
OG0000453_2rr_1.inclade1.ortho1.pos12	68	10.6044	86.4
OG0000454_1rr_2.inclade1.ortho2.pos12	62	11.6534	89.3
OG0000455_3rr_1.unrooted-ortho.pos12	70	15.9570	86.6
OG0000456_2rr_1.inclade1.ortho1.pos12	24	12.8149	71.6
OG0000456_3rr_1.inclade1.ortho1.pos12	45	14.3793	77.0
OG0000457_1rr_1.inclade1.ortho1.pos12	24	5.6284	80.3
OG0000457_2rr_1.inclade1.ortho1.pos12	21	4.5054	88.9
OG0000458_1rr_1.inclade1.ortho1.pos12	65	10.1558	89.5
OG0000459_2rr_1.inclade1.ortho1.pos12	23	5.1741	82.1
OG0000459_2rr_1.inclade2.ortho1.pos12	23	3.2430	82.8
OG0000459_3rr_1.inclade1.ortho1.pos12	47	5.2912	79.6
OG0000461_2rr_1.inclade1.ortho2.pos12	26	5.3262	84.5
OG0000462_1rr_1.inclade1.ortho1.pos12	34	3.3790	80.5
OG0000463_1rr_1.inclade1.ortho1.pos12	27	4.3275	76.0
OG0000464_1rr_1.inclade1.ortho1.pos12	37	7.1063	76.1
OG0000464_1rr_1.inclade1.ortho2.pos12	29	2.8918	81.7
OG0000464_2rr_1.inclade1.ortho2.pos12	28	3.8873	81.6
OG0000465_1rr_1.inclade1.ortho1.pos12	54	10.1588	83.2
OG0000465_1rr_1.inclade2.ortho2.pos12	25	4.9405	83.7
OG0000473_2rr_1.inclade1.ortho1.pos12	48	4.3380	84.4
OG0000473_2rr_1.inclade1.ortho2.pos12	55	7.3384	80.5
OG0000479_1rr_1.inclade1.ortho1.pos12	32	3.1028	81.0
OG0000481_2rr_2.unrooted-ortho.pos12	33	5.8203	84.4
OG0000484_2rr_1.inclade1.ortho1.pos12	41	1.9978	87.4
OG0000486_1rr_1.inclade1.ortho1.pos12	21	3.4286	88.8
OG0000488_1rr_1.inclade1.ortho1.pos12	41	3.8095	84.2
OG0000491_1rr_1.unrooted-ortho.pos12	23	10.6844	57.9
OG0000497_1rr_1.inclade1.ortho1.pos12	52	5.4004	87.2
OG0000499_2rr_1.unrooted-ortho.pos12	42	14.2042	91.6
OG0000500_1rr_1.inclade1.ortho1.pos12	35	4.3626	76.7
OG0000503_1rr_1.inclade1.ortho1.pos12	21	3.7334	82.4
OG0000503_2rr_1.inclade1.ortho2.pos12	25	2.6948	87.6
OG0000503_2rr_1.inclade1.ortho3.pos12	49	6.8415	85.2
OG0000505_1rr_1.inclade1.ortho2.pos12	57	2.4944	82.8
OG0000505_3rr_1.inclade1.ortho1.pos12	22	1.4448	77.5
OG0000505_3rr_1.inclade1.ortho2.pos12	60	9.1390	80.5
OG0000506_1rr_1.inclade1.ortho1.pos12	23	3.0566	93.9
OG0000506_1rr_1.inclade1.ortho2.pos12	31	5.2238	85.2
OG0000508_1rr_1.inclade1.ortho1.pos12	58	6.8760	83.7
OG0000508_1rr_1.inclade1.ortho2.pos12	22	1.3539	87.4
OG0000508_1rr_1.inclade2.ortho1.pos12	37	9.1926	83.6
OG0000508_1rr_1.inclade2.ortho2.pos12	29	2.0299	82.1
OG0000509_1rr_1.unrooted-ortho.pos12	33	8.5220	82.5
OG0000510_1rr_1.inclade1.ortho1.pos12	58	9.6594	86.5
OG0000510_1rr_1.inclade2.ortho1.pos12	21	3.1962	87.6
OG0000513_2rr_1.inclade1.ortho1.pos12	55	7.8090	80.9
OG0000513_3rr_1.inclade1.ortho1.pos12	73	6.5931	79.7
OG0000515_1rr_1.inclade1.ortho1.pos12	22	2.6092	86.5
OG0000515_1rr_1.inclade1.ortho2.pos12	51	6.9224	81.7
OG0000517_1rr_1.inclade1.ortho1.pos12	44	18.9190	82.2
OG0000519_1rr_1.unrooted-ortho.pos12	54	5.1085	80.3
OG0000519_2rr_1.inclade1.ortho1.pos12	46	4.1950	79.0
OG0000519_2rr_1.inclade1.ortho2.pos12	23	1.1454	72.6
OG0000520_1rr_1.inclade1.ortho1.pos12	70	5.9775	86.7
OG0000520_2rr_1.inclade1.ortho1.pos12	60	3.3245	82.6
OG0000522_1rr_1.unrooted-ortho.pos12	30	9.5551	87.1
OG0000525_1rr_1.inclade1.ortho1.pos12	35	1.2697	86.7
OG0000525_1rr_1.inclade1.ortho2.pos12	34	4.3000	79.7
OG0000526_1rr_1.inclade1.ortho1.pos12	70	4.2212	83.8
OG0000529_1rr_1.inclade1.ortho1.pos12	22	2.3467	93.6
OG0000529_2rr_1.inclade1.ortho1.pos12	28	3.3819	86.2
OG0000531_1rr_1.inclade1.ortho1.pos12	23	6.5872	86.9
OG0000533_3rr_1.unrooted-ortho.pos12	51	9.6902	93.6
OG0000535_1rr_1.inclade1.ortho1.pos12	47	5.2079	84.1
OG0000535_2rr_1.inclade1.ortho1.pos12	53	7.8556	81.5
OG0000535_3rr_1.inclade1.ortho2.pos12	47	4.8393	88.4
OG0000538_1rr_1.inclade1.ortho1.pos12	33	2.3684	84.3
OG0000538_2rr_1.inclade1.ortho1.pos12	53	6.1277	90.2
OG0000541_1rr_1.inclade1.ortho1.pos12	41	11.2549	89.1
OG0000546_1rr_1.inclade1.ortho1.pos12	49	7.4933	86.5
OG0000546_2rr_1.inclade1.ortho1.pos12	44	10.1977	78.2
OG0000549_1rr_1.inclade1.ortho1.pos12	26	0.8558	82.5
OG0000549_2rr_1.inclade1.ortho2.pos12	23	1.9655	76.4
OG0000549_2rr_1.inclade1.ortho3.pos12	38	1.8653	86.8
OG0000557_3rr_1.inclade1.ortho1.pos12	64	8.7217	87.9
OG0000559_1rr_1.inclade1.ortho1.pos12	22	3.5115	87.4
OG0000559_1rr_1.inclade1.ortho2.pos12	35	7.1984	80.0
OG0000559_1rr_1.inclade1.ortho3.pos12	32	7.6513	82.3
OG0000561_1rr_1.inclade1.ortho3.pos12	48	8.9702	85.1
OG0000563_1rr_2.unrooted-ortho.pos12	39	9.2158	87.4
OG0000563_1rr_3.inclade1.ortho1.pos12	51	10.0832	84.9
OG0000568_1rr_1.inclade1.ortho1.pos12	21	1.0367	81.6
OG0000568_1rr_1.inclade1.ortho2.pos12	28	0.6281	77.5
OG0000568_1rr_1.inclade1.ortho3.pos12	52	2.8137	80.5
OG0000574_1rr_1.inclade1.ortho1.pos12	24	3.0267	76.5
OG0000574_1rr_1.inclade1.ortho2.pos12	43	6.3376	80.3
OG0000574_2rr_1.inclade1.ortho1.pos12	56	5.5365	87.5
OG0000584_1rr_1.inclade1.ortho1.pos12	52	8.8088	88.5
OG0000584_3rr_1.inclade1.ortho1.pos12	53	1.4754	80.0
OG0000585_1rr_1.inclade1.ortho2.pos12	59	3.8223	81.3
OG0000585_2rr_1.inclade1.ortho1.pos12	50	3.0293	75.0
OG0000585_2rr_1.inclade1.ortho2.pos12	29	6.9721	85.0
OG0000591_2rr_1.inclade1.ortho2.pos12	32	3.8264	85.2
OG0000593_1rr_1.inclade1.ortho1.pos12	50	8.4391	90.9
OG0000593_2rr_1.inclade1.ortho1.pos12	21	2.3586	80.2
OG0000593_2rr_1.inclade1.ortho2.pos12	50	8.1278	80.5
OG0000595_1rr_1.inclade1.ortho1.pos12	36	6.4785	85.2
OG0000595_2rr_1.unrooted-ortho.pos12	71	5.3483	77.8
OG0000602_2rr_1.inclade2.ortho1.pos12	22	2.1466	87.3
OG0000605_1rr_1.inclade1.ortho1.pos12	51	5.9318	86.2
OG0000605_1rr_1.inclade1.ortho2.pos12	35	3.6195	88.1
OG0000610_1rr_1.inclade1.ortho1.pos12	54	10.5608	83.7
OG0000612_1rr_1.inclade1.ortho1.pos12	49	13.0014	79.4
OG0000616_3rr_1.inclade1.ortho2.pos12	24	2.4144	81.3
OG0000633_2rr_1.inclade1.ortho1.pos12	50	12.2116	88.0
OG0000636_1rr_1.inclade1.ortho1.pos12	35	4.5027	87.4
OG0000637_2rr_1.inclade1.ortho1.pos12	46	6.2781	87.5
OG0000639_1rr_1.inclade1.ortho1.pos12	23	4.5954	92.3
OG0000642_2rr_1.inclade1.ortho1.pos12	36	7.8916	79.9
OG0000646_1rr_1.unrooted-ortho.pos12	41	13.4108	82.4
OG0000648_2rr_1.inclade1.ortho1.pos12	51	17.8474	86.8
OG0000649_1rr_1.inclade1.ortho1.pos12	31	3.1957	89.1
OG0000649_1rr_1.inclade1.ortho3.pos12	55	12.3724	86.4
OG0000650_1rr_2.unrooted-ortho.pos12	24	14.0104	74.1
OG0000657_1rr_1.inclade1.ortho1.pos12	23	1.4664	82.0
OG0000657_1rr_1.inclade1.ortho2.pos12	29	6.1705	81.9
OG0000663_1rr_1.inclade1.ortho1.pos12	55	11.0547	87.4
OG0000663_2rr_1.inclade1.ortho1.pos12	53	3.8177	80.8
OG0000664_1rr_1.inclade1.ortho1.pos12	26	1.9924	88.4
OG0000665_1rr_1.inclade1.ortho1.pos12	46	4.9688	84.1
OG0000666_1rr_1.inclade1.ortho1.pos12	24	3.7254	67.7
OG0000666_1rr_1.inclade1.ortho2.pos12	23	9.0280	71.9
OG0000666_1rr_1.inclade1.ortho3.pos12	55	6.2416	84.2
OG0000668_2rr_1.inclade1.ortho1.pos12	26	2.6453	89.8
OG0000670_1rr_1.inclade1.ortho1.pos12	44	20.6570	80.9
OG0000671_2rr_1.inclade1.ortho1.pos12	39	6.3419	86.7
OG0000674_1rr_1.inclade1.ortho1.pos12	29	5.3567	83.9
OG0000680_2rr_1.inclade1.ortho1.pos12	42	2.9961	88.0
OG0000685_1rr_1.unrooted-ortho.pos12	65	15.6494	82.1
OG0000685_3rr_1.inclade1.ortho1.pos12	56	9.6320	80.1
OG0000686_1rr_1.inclade1.ortho1.pos12	36	8.6150	85.5
OG0000686_1rr_1.inclade1.ortho2.pos12	25	2.0449	80.6
OG0000686_3rr_1.inclade1.ortho1.pos12	41	13.4333	85.8
OG0000687_1rr_1.inclade1.ortho1.pos12	55	8.3891	83.8
OG0000687_1rr_1.inclade1.ortho2.pos12	66	6.8610	84.0
OG0000689_1rr_1.unrooted-ortho.pos12	22	8.7277	80.1
OG0000690_1rr_1.inclade1.ortho1.pos12	57	6.5476	90.0
OG0000690_1rr_1.inclade2.ortho1.pos12	21	2.2296	87.0
OG0000690_1rr_1.inclade2.ortho2.pos12	38	5.0783	82.5
OG0000691_1rr_1.inclade1.ortho1.pos12	26	6.5814	83.6
OG0000695_1rr_1.inclade1.ortho1.pos12	51	6.7935	87.9
OG0000695_1rr_1.inclade1.ortho2.pos12	50	6.9248	87.9
OG0000696_1rr_1.unrooted-ortho.pos12	58	11.7552	84.2
OG0000700_1rr_1.inclade1.ortho1.pos12	42	8.4073	82.4
OG0000700_1rr_1.inclade1.ortho3.pos12	29	6.3553	82.7
OG0000700_1rr_1.inclade2.ortho1.pos12	53	9.2930	79.8
OG0000701_2rr_1.inclade1.ortho1.pos12	21	3.7488	91.3
OG0000701_2rr_1.inclade1.ortho3.pos12	40	5.5610	85.4
OG0000703_2rr_1.inclade1.ortho1.pos12	44	3.7437	87.2
OG0000703_2rr_1.inclade1.ortho2.pos12	43	7.5196	81.9
OG0000705_1rr_1.inclade1.ortho1.pos12	24	1.1455	86.6
OG0000708_2rr_1.inclade1.ortho1.pos12	46	2.1840	81.5
OG0000715_1rr_1.inclade1.ortho1.pos12	24	5.8922	80.5
OG0000718_2rr_1.inclade1.ortho1.pos12	37	10.7732	88.1
OG0000720_1rr_1.inclade1.ortho1.pos12	26	1.1781	86.6
OG0000721_1rr_1.inclade1.ortho1.pos12	24	2.0727	83.8
OG0000723_1rr_1.inclade2.ortho1.pos12	25	0.6031	75.8
OG0000724_2rr_1.inclade1.ortho1.pos12	26	1.6359	81.8
OG0000725_1rr_1.inclade1.ortho1.pos12	58	15.3020	92.3
OG0000726_2rr_1.inclade1.ortho1.pos12	44	6.0566	86.8
OG0000727_1rr_1.inclade1.ortho1.pos12	40	4.7766	80.9
OG0000729_1rr_1.inclade1.ortho1.pos12	45	11.4105	82.9
OG0000733_2rr_1.inclade1.ortho1.pos12	79	23.5915	84.0
OG0000735_1rr_2.inclade1.ortho1.pos12	22	5.1118	84.2
OG0000739_1rr_1.inclade1.ortho1.pos12	26	10.0240	70.1
OG0000740_2rr_1.unrooted-ortho.pos12	31	7.2908	82.0
OG0000741_2rr_1.unrooted-ortho.pos12	65	3.9944	82.6
OG0000747_2rr_1.inclade1.ortho1.pos12	50	5.7446	89.6
OG0000750_1rr_1.inclade1.ortho1.pos12	35	5.0809	76.3
OG0000750_1rr_1.inclade1.ortho2.pos12	24	3.3249	74.7
OG0000750_3rr_1.inclade1.ortho1.pos12	43	2.9262	79.5
OG0000751_2rr_1.inclade1.ortho1.pos12	26	1.7419	82.9
OG0000751_2rr_1.inclade1.ortho2.pos12	55	2.7034	82.9
OG0000752_1rr_1.inclade1.ortho1.pos12	52	12.7011	78.3
OG0000752_1rr_1.inclade1.ortho2.pos12	22	4.2916	76.2
OG0000752_1rr_1.inclade1.ortho3.pos12	52	8.0261	80.0
OG0000753_1rr_1.inclade1.ortho1.pos12	50	5.2065	89.5
OG0000754_1rr_1.inclade1.ortho1.pos12	39	8.3140	87.5
OG0000759_2rr_1.inclade1.ortho1.pos12	21	0.5040	71.6
OG0000760_2rr_1.inclade1.ortho1.pos12	57	4.2014	87.1
OG0000762_3rr_1.inclade1.ortho1.pos12	29	1.4339	85.0
OG0000769_1rr_1.inclade1.ortho2.pos12	31	2.0403	94.6
OG0000771_1rr_1.inclade1.ortho1.pos12	25	2.0406	82.9
OG0000774_1rr_1.inclade1.ortho1.pos12	34	6.9709	88.7
OG0000775_2rr_1.inclade1.ortho1.pos12	69	9.9431	79.7
OG0000781_1rr_1.inclade1.ortho1.pos12	21	0.7765	82.4
OG0000784_1rr_1.inclade1.ortho1.pos12	21	3.2240	90.7
OG0000788_2rr_1.inclade2.ortho1.pos12	34	1.9143	78.8
OG0000792_1rr_1.unrooted-ortho.pos12	30	7.9156	78.8
OG0000793_2rr_1.inclade1.ortho1.pos12	26	4.9362	85.5
OG0000798_2rr_1.inclade1.ortho1.pos12	24	3.9080	80.2
OG0000798_2rr_1.inclade1.ortho2.pos12	30	5.9321	84.0
OG0000800_2rr_1.inclade1.ortho1.pos12	39	9.5339	87.5
OG0000801_1rr_1.inclade1.ortho1.pos12	62	9.8772	91.2
OG0000802_1rr_1.inclade1.ortho2.pos12	33	2.3941	87.7
OG0000805_1rr_1.inclade1.ortho1.pos12	71	8.7773	89.8
OG0000808_2rr_1.inclade1.ortho1.pos12	34	14.1338	73.0
OG0000809_1rr_1.inclade1.ortho2.pos12	58	7.2568	92.4
OG0000810_1rr_1.inclade1.ortho1.pos12	61	10.2205	85.1
OG0000810_2rr_1.inclade1.ortho1.pos12	64	10.0860	84.7
OG0000815_1rr_1.inclade1.ortho1.pos12	59	5.8113	87.4
OG0000817_1rr_1.inclade1.ortho1.pos12	22	2.4523	81.1
OG0000825_3rr_1.inclade1.ortho1.pos12	21	1.4481	87.4
OG0000826_1rr_1.inclade2.ortho1.pos12	41	14.4248	81.4
OG0000827_2rr_1.unrooted-ortho.pos12	24	7.5996	76.6
OG0000831_2rr_1.inclade1.ortho1.pos12	66	10.2146	82.4
OG0000833_1rr_1.inclade1.ortho1.pos12	39	9.8062	88.2
OG0000835_1rr_1.inclade1.ortho1.pos12	42	3.1533	83.6
OG0000837_1rr_1.inclade1.ortho2.pos12	36	1.7586	82.0
OG0000837_1rr_1.inclade2.ortho1.pos12	27	1.7233	82.6
OG0000837_1rr_1.inclade3.ortho1.pos12	22	0.7741	77.4
OG0000844_1rr_1.inclade1.ortho2.pos12	38	0.6973	74.9
OG0000844_2rr_1.inclade1.ortho1.pos12	23	0.5484	73.3
OG0000844_2rr_1.inclade1.ortho2.pos12	62	4.1540	79.2
OG0000848_1rr_1.inclade1.ortho1.pos12	72	10.9010	89.3
OG0000853_1rr_1.inclade1.ortho1.pos12	34	12.1391	87.5
OG0000856_2rr_1.inclade1.ortho1.pos12	68	8.4687	85.4
OG0000858_2rr_1.inclade1.ortho1.pos12	46	11.0617	79.3
OG0000860_1rr_1.inclade1.ortho1.pos12	58	18.5174	84.3
OG0000869_1rr_1.inclade1.ortho1.pos12	31	8.0570	84.4
OG0000877_1rr_1.unrooted-ortho.pos12	28	7.2971	85.0
OG0000878_1rr_1.inclade1.ortho1.pos12	48	9.2349	87.6
OG0000878_1rr_1.inclade1.ortho2.pos12	66	19.8547	85.7
OG0000881_1rr_1.inclade1.ortho1.pos12	25	2.9265	75.7
OG0000884_1rr_1.inclade1.ortho1.pos12	55	6.7151	78.7
OG0000884_1rr_1.inclade1.ortho2.pos12	35	2.6503	82.4
OG0000884_1rr_1.inclade1.ortho3.pos12	41	6.1570	85.4
OG0000887_1rr_1.unrooted-ortho.pos12	42	8.8484	86.7
OG0000896_2rr_1.inclade1.ortho1.pos12	59	8.9354	89.2
OG0000901_1rr_2.inclade1.ortho1.pos12	40	5.7766	87.6
OG0000901_1rr_2.inclade1.ortho2.pos12	33	3.9511	88.3
OG0000903_2rr_1.unrooted-ortho.pos12	26	4.0422	76.8
OG0000905_1rr_2.inclade1.ortho1.pos12	36	13.6700	86.9
OG0000912_1rr_1.inclade2.ortho1.pos12	64	6.5246	89.2
OG0000918_1rr_1.inclade1.ortho1.pos12	30	5.2908	80.2
OG0000920_1rr_1.inclade1.ortho1.pos12	33	5.6980	67.3
OG0000920_1rr_1.inclade1.ortho2.pos12	30	7.0053	88.7
OG0000926_1rr_1.inclade1.ortho1.pos12	50	6.5004	86.1
OG0000931_2rr_1.unrooted-ortho.pos12	31	14.2126	83.2
OG0000935_1rr_1.inclade1.ortho1.pos12	41	6.0795	88.5
OG0000939_1rr_1.inclade1.ortho1.pos12	43	6.1042	83.1
OG0000941_1rr_2.inclade1.ortho1.pos12	65	13.4713	90.9
OG0000942_1rr_1.inclade1.ortho1.pos12	22	1.9927	89.1
OG0000942_1rr_1.inclade1.ortho2.pos12	21	1.6753	82.3
OG0000943_2rr_1.inclade1.ortho1.pos12	38	6.2651	90.0
OG0000943_2rr_1.inclade1.ortho2.pos12	23	5.2996	88.3
OG0000944_1rr_1.inclade1.ortho2.pos12	23	3.5079	82.5
OG0000948_1rr_1.inclade1.ortho1.pos12	30	2.6724	86.0
OG0000948_2rr_1.inclade1.ortho1.pos12	34	1.1116	81.4
OG0000954_1rr_1.inclade1.ortho1.pos12	55	11.7469	88.5
OG0000957_1rr_1.unrooted-ortho.pos12	25	8.5676	76.2
OG0000961_1rr_1.inclade1.ortho1.pos12	22	2.2053	86.3
OG0000966_1rr_1.inclade1.ortho1.pos12	43	5.8889	85.9
OG0000966_1rr_1.inclade1.ortho3.pos12	47	6.0673	80.6
OG0000969_1rr_1.inclade1.ortho1.pos12	39	7.0290	88.5
OG0000973_1rr_1.inclade2.ortho1.pos12	46	6.6464	86.5
OG0000974_1rr_1.inclade1.ortho1.pos12	69	10.2980	88.2
OG0000974_2rr_1.inclade1.ortho1.pos12	50	7.5887	87.3
OG0000975_1rr_1.inclade1.ortho1.pos12	67	12.8235	85.8
OG0000978_1rr_1.inclade1.ortho1.pos12	21	2.3507	82.9
OG0000978_1rr_1.inclade1.ortho2.pos12	63	7.7706	84.5
OG0000980_2rr_1.inclade1.ortho1.pos12	47	5.7781	80.4
OG0000981_1rr_1.inclade1.ortho1.pos12	53	7.2453	74.0
OG0000981_1rr_1.inclade2.ortho1.pos12	28	1.7294	79.9
OG0000984_1rr_1.unrooted-ortho.pos12	53	12.6055	80.6
OG0000985_1rr_1.inclade1.ortho1.pos12	21	1.5859	86.8
OG0000985_1rr_1.inclade1.ortho2.pos12	42	4.8333	88.8
OG0000986_1rr_1.inclade2.ortho1.pos12	30	0.4127	71.3
OG0000987_2rr_1.inclade1.ortho1.pos12	40	5.7446	86.9
OG0000993_2rr_1.inclade1.ortho1.pos12	57	6.7231	92.2
OG0000994_1rr_1.inclade1.ortho1.pos12	58	7.9310	83.5
OG0000994_2rr_1.inclade1.ortho1.pos12	63	4.6109	83.6
OG0000998_1rr_1.inclade1.ortho2.pos12	25	10.6214	79.0
OG0001002_1rr_1.inclade1.ortho1.pos12	55	9.4321	86.8
OG0001002_1rr_1.inclade1.ortho2.pos12	44	5.9037	87.9
OG0001002_1rr_1.inclade1.ortho3.pos12	29	3.1601	80.9
OG0001004_2rr_1.inclade1.ortho1.pos12	25	2.6524	89.6
OG0001007_1rr_1.inclade1.ortho1.pos12	51	8.2478	84.8
OG0001007_2rr_1.inclade1.ortho1.pos12	49	8.0963	82.0
OG0001016_1rr_1.inclade1.ortho1.pos12	27	5.5470	83.6
OG0001019_2rr_1.inclade1.ortho1.pos12	57	10.8629	86.3
OG0001024_1rr_1.inclade1.ortho1.pos12	46	3.9590	81.9
OG0001026_1rr_1.inclade2.ortho1.pos12	23	1.5412	73.5
OG0001028_2rr_1.inclade1.ortho1.pos12	54	9.2359	84.4
OG0001029_1rr_1.inclade1.ortho2.pos12	56	7.2938	78.2
OG0001030_2rr_1.inclade1.ortho1.pos12	71	15.9046	84.4
OG0001032_2rr_1.inclade1.ortho2.pos12	35	1.2600	83.3
OG0001033_1rr_1.inclade1.ortho1.pos12	31	6.9210	77.7
OG0001033_2rr_1.inclade1.ortho1.pos12	22	7.2182	82.2
OG0001035_2rr_1.inclade1.ortho1.pos12	65	12.7846	83.9
OG0001037_1rr_1.inclade1.ortho1.pos12	22	2.0450	80.2
OG0001037_1rr_1.inclade1.ortho2.pos12	40	4.2815	80.4
OG0001037_1rr_1.inclade1.ortho3.pos12	58	11.0526	82.7
OG0001041_1rr_1.inclade1.ortho1.pos12	40	5.9860	86.8
OG0001042_2rr_1.inclade1.ortho1.pos12	46	4.7707	88.5
OG0001043_1rr_1.inclade1.ortho1.pos12	67	14.5673	84.5
OG0001044_1rr_1.inclade1.ortho1.pos12	24	3.2267	78.7
OG0001045_1rr_1.inclade1.ortho1.pos12	59	6.8457	88.4
OG0001045_1rr_1.inclade1.ortho2.pos12	47	10.8374	82.1
OG0001048_1rr_1.inclade1.ortho1.pos12	49	2.0586	79.9
OG0001048_1rr_1.inclade2.ortho1.pos12	40	6.3090	84.9
OG0001056_1rr_1.inclade1.ortho1.pos12	32	9.6288	84.8
OG0001059_1rr_1.inclade1.ortho1.pos12	22	2.4424	91.0
OG0001061_1rr_1.inclade1.ortho1.pos12	50	5.8630	79.7
OG0001063_1rr_1.inclade1.ortho2.pos12	56	12.9429	82.8
OG0001064_1rr_1.inclade1.ortho2.pos12	30	6.8962	80.9
OG0001064_2rr_1.inclade1.ortho1.pos12	57	4.7689	87.9
OG0001065_1rr_1.inclade1.ortho1.pos12	64	4.7314	87.3
OG0001067_1rr_1.inclade1.ortho1.pos12	40	4.7351	71.9
OG0001067_2rr_1.inclade1.ortho1.pos12	59	10.2410	82.3
OG0001068_1rr_1.inclade1.ortho1.pos12	33	6.2017	77.8
OG0001068_1rr_1.inclade1.ortho2.pos12	28	3.8732	78.7
OG0001068_1rr_1.inclade1.ortho3.pos12	41	10.1626	81.7
OG0001072_1rr_1.inclade1.ortho2.pos12	31	1.6572	85.0
OG0001072_1rr_1.inclade1.ortho3.pos12	37	5.9024	84.6
OG0001073_1rr_1.inclade1.ortho1.pos12	60	3.5546	85.2
OG0001073_1rr_1.inclade2.ortho1.pos12	54	2.4241	85.3
OG0001074_1rr_1.inclade1.ortho1.pos12	80	6.2313	86.8
OG0001074_1rr_1.inclade1.ortho2.pos12	72	1.4056	84.0
OG0001078_1rr_1.inclade1.ortho1.pos12	50	11.4184	80.5
OG0001081_2rr_1.inclade1.ortho1.pos12	29	9.2453	81.9
OG0001082_1rr_1.inclade1.ortho1.pos12	22	3.1238	85.5
OG0001082_1rr_1.inclade1.ortho2.pos12	28	2.6613	84.5
OG0001082_1rr_1.inclade1.ortho3.pos12	46	6.7951	84.5
OG0001083_1rr_1.inclade1.ortho1.pos12	79	3.5882	82.7
OG0001083_2rr_1.inclade1.ortho1.pos12	60	1.5657	78.0
OG0001084_1rr_1.inclade1.ortho1.pos12	34	3.5054	82.3
OG0001085_1rr_1.inclade1.ortho1.pos12	43	7.6248	82.5
OG0001089_1rr_1.unrooted-ortho.pos12	25	6.9626	88.6
OG0001094_1rr_1.inclade1.ortho1.pos12	57	3.3880	81.6
OG0001094_1rr_1.inclade1.ortho2.pos12	26	1.2033	79.8
OG0001094_1rr_1.inclade2.ortho1.pos12	61	6.3776	78.3
OG0001096_1rr_1.inclade1.ortho1.pos12	27	10.7116	84.8
OG0001097_1rr_1.inclade1.ortho1.pos12	22	4.5599	84.9
OG0001097_2rr_1.unrooted-ortho.pos12	32	5.1156	83.6
OG0001098_1rr_1.inclade1.ortho1.pos12	50	6.6215	79.0
OG0001099_1rr_1.inclade1.ortho1.pos12	47	2.4648	80.9
OG0001099_2rr_1.inclade1.ortho1.pos12	52	3.6983	77.0
OG0001101_2rr_1.inclade1.ortho1.pos12	56	7.9460	85.0
OG0001103_1rr_1.inclade1.ortho2.pos12	27	3.2929	85.8
OG0001103_2rr_1.inclade1.ortho1.pos12	60	5.3022	74.0
OG0001109_2rr_1.inclade1.ortho1.pos12	55	4.6067	87.1
OG0001111_1rr_1.inclade1.ortho1.pos12	26	1.4439	93.3
OG0001111_1rr_1.inclade1.ortho3.pos12	45	2.0897	83.7
