locus	num_taxa	tree_length	mean_bootstrap_support
OGcluster_2119_0	44	8.9286	75.8
OGcluster_2120_0	46	13.2521	75.6
OGcluster_2132_0	25	1.8037	73.4
OGcluster_2135_0	39	4.8324	81.1
OGcluster_2137_0	47	8.1435	75.1
OGcluster_2146_0	22	1.9774	55.0
OGcluster_2146_1	48	9.7416	70.1
OGcluster_2147_1	39	8.1049	76.6
OGcluster_2150_0	17	6.2504	74.6
OGcluster_2154_1	48	8.0878	76.9
OGcluster_2155_0	23	4.9991	75.2
OGcluster_2158_0	21	0.7815	86.2
OGcluster_2159_0	22	0.4751	85.6
OGcluster_2159_1	35	11.3399	62.8
OGcluster_2164_1	46	11.7214	82.4
OGcluster_2166_0	23	4.3639	58.4
OGcluster_2178_0	19	3.2701	84.1
OGcluster_2180_0	43	17.4056	72.2
OGcluster_2181_0	18	6.3033	80.0
OGcluster_2186_0	43	5.4774	72.3
OGcluster_2186_1	42	5.5259	79.5
OGcluster_2188_0	21	7.2213	64.2
OGcluster_2196_0	45	5.3790	74.8
OGcluster_2197_1	46	14.5638	75.2
OGcluster_21_0	17	2.1119	78.5
OGcluster_21_1	46	7.9907	75.7
OGcluster_21_2	45	9.1993	81.1
OGcluster_21_3	17	0.8661	91.2
OGcluster_21_4	20	0.9416	87.8
OGcluster_21_5	21	1.2006	88.9
OGcluster_21_6	25	3.7080	85.3
OGcluster_21_7	34	3.7897	81.6
OGcluster_21_8	18	1.0188	83.3
OGcluster_21_9	39	4.2763	75.2
OGcluster_2204_1	49	24.8671	69.9
OGcluster_2205_0	20	11.0873	70.2
OGcluster_2206_0	20	4.3719	80.1
OGcluster_2209_0	24	9.5641	60.0
OGcluster_2213_1	50	8.3284	80.0
OGcluster_2215_0	39	2.1801	79.7
OGcluster_2221_0	26	13.8296	60.0
OGcluster_2224_1	48	8.3557	73.5
OGcluster_2227_0	21	0.2459	78.7
OGcluster_2227_1	39	6.0970	81.4
OGcluster_2231_0	18	5.5840	74.5
OGcluster_2232_0	22	0.5456	84.3
OGcluster_2236_1	46	5.8118	79.0
OGcluster_2241_0	42	6.6142	77.5
OGcluster_2242_0	21	6.7728	54.6
OGcluster_2245_0	17	1.1455	82.8
OGcluster_2248_0	17	0.5954	86.9
OGcluster_2256_0	45	6.8138	74.6
OGcluster_2257_0	44	9.3461	70.0
OGcluster_2261_0	23	3.0159	90.4
OGcluster_2266_0	26	11.3872	69.6
OGcluster_2267_0	17	1.8694	69.6
OGcluster_2269_1	47	10.7303	77.0
OGcluster_226_0	17	1.0392	93.3
OGcluster_226_1	18	2.8667	63.7
OGcluster_226_2	17	0.3818	78.3
OGcluster_2271_0	40	7.2667	77.2
OGcluster_2272_0	45	13.4485	67.3
OGcluster_2273_0	20	2.6234	82.8
OGcluster_2274_0	44	13.9569	71.5
OGcluster_2278_1	43	8.9105	76.8
OGcluster_2281_0	21	0.9380	80.6
OGcluster_2283_0	17	0.6909	77.0
OGcluster_2287_1	47	5.3093	75.5
OGcluster_228_0	27	7.1069	66.5
OGcluster_228_1	21	1.3990	72.2
OGcluster_228_2	41	7.8211	66.8
OGcluster_2291_0	43	7.5743	73.4
OGcluster_2294_0	23	0.9085	79.6
OGcluster_2298_0	26	0.9061	84.9
OGcluster_229_0	40	3.0569	78.2
OGcluster_229_1	21	2.9649	70.6
OGcluster_229_2	18	6.5718	69.7
OGcluster_22_0	20	1.2473	89.4
OGcluster_22_1	18	5.1735	84.8
OGcluster_2301_0	17	1.3269	61.2
OGcluster_2303_0	50	10.7203	79.4
OGcluster_2304_0	37	2.9250	63.6
OGcluster_2309_0	22	0.7013	83.4
OGcluster_2312_0	44	8.5380	80.0
OGcluster_2313_0	43	2.9676	76.2
OGcluster_2314_0	21	2.1474	57.2
OGcluster_2317_0	19	7.6127	66.2
OGcluster_2318_0	21	0.4818	91.3
OGcluster_231_0	19	0.8664	83.3
OGcluster_2320_1	45	13.5192	72.2
OGcluster_2323_0	22	5.0961	83.1
OGcluster_2325_0	17	4.1093	73.3
OGcluster_2326_0	35	10.2530	72.8
OGcluster_2328_1	46	9.6765	74.0
OGcluster_2329_0	28	8.7703	71.3
OGcluster_232_0	46	4.4567	76.0
OGcluster_232_1	18	4.8782	71.3
OGcluster_232_2	34	2.6620	87.6
OGcluster_2330_0	23	2.7420	74.0
OGcluster_2331_0	49	7.8836	85.0
OGcluster_2332_0	33	7.1356	76.3
OGcluster_2334_0	45	5.1174	72.5
OGcluster_2338_0	20	24.5540	57.1
OGcluster_233_0	20	2.0403	49.9
OGcluster_2340_0	34	8.8714	78.0
OGcluster_2341_0	23	15.6274	58.8
OGcluster_2344_0	25	10.0677	64.2
OGcluster_2345_0	26	1.6655	86.6
OGcluster_2349_0	41	2.8803	78.9
OGcluster_234_0	33	2.6511	81.3
OGcluster_2350_1	46	12.6027	70.7
OGcluster_2351_0	22	5.2742	79.0
OGcluster_2352_0	17	4.6447	82.9
OGcluster_2353_0	30	6.8814	68.5
OGcluster_2354_0	49	13.4122	72.6
OGcluster_2365_1	38	14.0133	74.2
OGcluster_2368_0	20	1.9022	77.9
OGcluster_2369_0	24	8.9195	70.9
OGcluster_236_0	21	0.6158	88.2
OGcluster_236_1	25	1.6397	86.0
OGcluster_236_2	30	2.8873	85.9
OGcluster_2372_0	21	0.4295	89.4
OGcluster_2373_0	41	11.6755	73.2
OGcluster_2373_1	17	8.0226	67.7
OGcluster_2374_0	22	0.8632	78.9
OGcluster_2378_0	27	7.0613	68.0
OGcluster_2384_0	34	14.0569	67.1
OGcluster_2389_0	43	11.9248	69.2
OGcluster_238_0	18	3.5640	90.8
OGcluster_2390_1	49	10.9604	74.1
OGcluster_2392_1	48	12.4638	75.1
OGcluster_2393_0	20	0.7080	86.2
OGcluster_2394_1	44	13.5567	74.4
OGcluster_2395_0	35	8.5585	79.7
OGcluster_2399_0	28	3.5556	70.0
OGcluster_23_0	24	1.1644	83.5
OGcluster_23_1	17	2.1633	64.8
OGcluster_23_2	23	0.9397	71.7
OGcluster_23_3	31	1.9284	59.2
OGcluster_23_4	23	0.8775	80.4
OGcluster_23_5	20	6.2476	45.6
OGcluster_2401_1	40	10.8161	74.3
OGcluster_2407_1	45	11.1900	75.5
OGcluster_2408_0	45	22.3879	81.5
OGcluster_240_0	21	0.5860	71.4
OGcluster_240_1	20	0.2316	85.6
OGcluster_240_2	19	0.3978	75.7
OGcluster_2416_0	44	3.6592	83.3
OGcluster_2417_0	21	10.5886	69.6
OGcluster_2420_0	26	0.7907	76.9
OGcluster_2420_1	29	1.9939	67.8
OGcluster_2424_1	47	11.1941	74.6
OGcluster_2426_1	45	23.6236	70.7
OGcluster_2427_0	28	8.0695	64.1
OGcluster_2428_1	49	9.9203	66.9
OGcluster_2431_0	49	6.5967	76.3
OGcluster_2433_1	32	7.9780	80.3
OGcluster_2437_0	44	3.4295	80.1
OGcluster_243_0	18	0.8670	89.6
OGcluster_2441_0	37	9.7245	86.9
OGcluster_2441_1	28	5.4685	79.6
OGcluster_2448_0	33	6.4745	69.8
OGcluster_2448_1	17	0.4566	90.4
OGcluster_2450_1	39	11.0642	73.5
OGcluster_2451_0	19	7.6838	69.8
OGcluster_2453_1	45	14.2382	72.8
OGcluster_2456_0	21	0.5565	88.5
OGcluster_245_0	20	1.9597	43.8
OGcluster_2462_0	21	0.8582	85.4
OGcluster_2464_1	36	11.0824	85.7
OGcluster_2465_0	23	0.9259	85.3
OGcluster_2466_0	49	8.9182	72.0
OGcluster_2467_0	20	0.9893	91.1
OGcluster_2468_0	42	10.0220	71.7
OGcluster_246_0	39	5.1408	79.1
OGcluster_2470_0	46	6.2426	79.0
OGcluster_2475_0	22	0.6436	82.2
OGcluster_2477_0	25	9.7430	60.6
OGcluster_2479_0	28	8.1903	84.1
OGcluster_2493_0	42	19.2647	70.5
OGcluster_2497_0	36	11.1256	87.2
OGcluster_2499_0	23	1.3099	86.8
OGcluster_24_0	24	0.6934	91.6
OGcluster_24_1	30	1.8139	85.3
OGcluster_24_2	18	1.0842	87.6
OGcluster_24_3	18	1.5198	79.3
OGcluster_24_4	23	2.3317	84.1
OGcluster_24_5	46	8.2777	78.6
OGcluster_24_6	32	2.2193	88.5
OGcluster_24_7	41	4.7901	69.4
OGcluster_24_8	35	10.1737	80.2
OGcluster_2500_0	20	3.0841	81.4
OGcluster_2501_1	43	7.9357	76.5
OGcluster_2510_0	41	8.1135	77.4
OGcluster_2511_0	27	4.8728	88.9
OGcluster_2512_0	27	1.9019	75.0
OGcluster_2516_0	37	12.5396	70.1
OGcluster_2518_1	47	7.0116	74.5
OGcluster_251_0	22	0.9260	75.5
OGcluster_2523_1	39	15.7528	75.5
OGcluster_252_0	21	2.2015	86.6
OGcluster_2530_0	49	19.7032	78.7
OGcluster_2531_1	46	2.9009	78.7
OGcluster_2533_0	22	2.4941	63.6
OGcluster_253_0	19	0.6834	87.4
OGcluster_253_1	44	8.0216	77.2
OGcluster_253_2	17	4.8039	82.9
OGcluster_2540_0	43	3.7201	78.2
OGcluster_2545_0	34	9.8180	73.0
OGcluster_2547_0	47	7.1895	69.6
OGcluster_2549_0	43	11.4423	68.8
OGcluster_2550_0	20	4.7131	82.3
OGcluster_2553_0	24	0.7688	78.0
OGcluster_2558_0	46	18.9616	79.1
OGcluster_2566_0	36	6.8577	74.9
OGcluster_2568_0	30	11.4003	90.3
OGcluster_2568_1	41	10.7438	77.4
OGcluster_2569_0	49	11.1308	78.5
OGcluster_2570_0	19	5.6561	83.9
OGcluster_2571_0	19	2.7367	73.3
OGcluster_2572_0	29	6.0470	82.1
OGcluster_2575_0	24	1.1402	74.9
OGcluster_2577_0	20	7.6375	72.6
OGcluster_2578_0	19	10.1135	41.1
OGcluster_2579_0	20	1.0260	67.1
OGcluster_257_0	47	7.5437	74.0
OGcluster_2583_0	18	5.2920	81.7
OGcluster_2584_0	34	12.6862	78.7
OGcluster_2585_0	22	11.3598	72.8
OGcluster_2587_0	18	0.7030	81.3
OGcluster_2595_0	26	1.6976	85.9
OGcluster_259_0	43	6.9862	64.8
OGcluster_259_1	36	8.2836	75.7
OGcluster_259_2	34	6.3122	58.5
OGcluster_259_3	35	6.7618	72.8
OGcluster_2601_0	28	6.1907	85.6
OGcluster_2602_0	18	12.3336	76.6
OGcluster_2602_1	27	1.6424	84.0
OGcluster_2603_0	19	8.3436	53.3
OGcluster_2606_0	22	0.5824	85.7
OGcluster_2607_0	24	0.6322	80.0
OGcluster_2608_0	40	3.7667	77.7
OGcluster_2609_0	22	0.6364	81.8
OGcluster_260_0	26	1.4602	79.6
OGcluster_260_1	20	0.8989	86.2
OGcluster_2615_0	45	7.0873	73.5
OGcluster_2617_0	24	6.5811	76.2
OGcluster_2618_0	27	5.1662	62.2
OGcluster_261_0	19	1.0779	84.3
OGcluster_2620_0	34	5.7664	83.1
OGcluster_2620_1	38	10.0639	76.3
OGcluster_2623_0	49	11.0153	76.9
OGcluster_2624_0	44	10.2163	74.3
OGcluster_2625_1	46	8.7426	61.4
OGcluster_2626_1	46	10.1993	68.5
OGcluster_2627_0	17	0.4700	86.9
OGcluster_2630_0	18	1.1971	75.4
OGcluster_2631_0	23	3.0001	70.5
OGcluster_2632_0	21	0.8542	80.7
OGcluster_2633_0	33	24.9017	71.6
OGcluster_2637_0	17	0.2967	79.3
OGcluster_2638_0	42	8.4828	78.3
OGcluster_2640_0	23	1.5265	79.8
OGcluster_2641_0	19	2.4198	69.1
OGcluster_2644_0	45	12.8932	79.3
OGcluster_2645_0	17	4.3340	54.1
OGcluster_2645_1	18	3.1914	72.2
OGcluster_2647_0	49	9.8412	69.3
OGcluster_2648_0	18	1.4227	70.4
OGcluster_2650_0	47	10.7024	74.9
OGcluster_2652_1	45	10.2477	76.2
OGcluster_2654_0	42	11.1387	65.6
OGcluster_2656_0	47	12.9403	78.2
OGcluster_2657_0	17	2.0973	78.7
OGcluster_2657_1	45	6.0353	74.3
OGcluster_2658_0	22	1.1373	86.1
OGcluster_2659_0	27	14.3148	62.1
OGcluster_265_0	39	2.6972	72.3
OGcluster_265_1	21	0.5528	78.1
OGcluster_2661_0	38	2.6914	77.4
OGcluster_2662_1	44	14.0012	76.0
OGcluster_2663_0	18	2.6718	89.5
OGcluster_2664_0	46	8.2654	72.5
OGcluster_2665_1	47	7.9860	74.1
OGcluster_2667_1	39	8.2874	73.8
OGcluster_2668_0	25	9.9178	67.2
OGcluster_2672_1	46	11.7051	79.8
OGcluster_2673_0	43	14.3692	68.3
OGcluster_2674_1	41	8.4306	73.9
OGcluster_2675_0	21	6.0093	75.2
OGcluster_2675_1	17	0.4284	81.5
OGcluster_2678_0	22	0.5541	90.7
OGcluster_2680_0	24	3.7761	77.9
OGcluster_2681_0	21	0.8923	79.0
OGcluster_2683_0	17	0.7473	80.6
OGcluster_2685_0	17	5.4103	74.6
OGcluster_2686_0	47	8.9232	77.1
OGcluster_2692_1	43	6.9399	75.8
OGcluster_2693_0	27	1.5144	86.2
OGcluster_2694_0	36	11.1849	70.6
OGcluster_269_0	45	9.3163	77.1
OGcluster_269_1	28	3.5683	77.1
OGcluster_269_2	30	3.9637	84.6
OGcluster_269_3	41	10.0925	68.5
OGcluster_269_4	46	6.5568	75.9
OGcluster_26_0	20	0.8577	83.9
OGcluster_26_1	25	1.4007	78.0
OGcluster_26_2	26	3.5874	79.0
OGcluster_26_3	29	3.0309	84.3
OGcluster_26_4	21	0.7517	81.2
OGcluster_26_5	21	0.7414	76.4
OGcluster_26_6	28	1.8493	89.7
OGcluster_26_7	27	3.4001	84.8
OGcluster_2702_0	18	1.9476	75.1
OGcluster_2705_0	44	11.1596	73.2
OGcluster_2706_0	17	1.7488	75.4
OGcluster_270_0	17	1.1926	93.9
OGcluster_2710_0	44	7.6368	80.0
OGcluster_2715_1	48	9.1451	65.4
OGcluster_2720_0	19	0.5272	64.9
OGcluster_2720_1	20	0.6051	71.6
OGcluster_2721_0	44	7.8464	70.4
OGcluster_2724_0	45	11.6542	71.6
OGcluster_2725_0	26	9.6081	64.2
OGcluster_2727_0	46	12.4990	76.5
OGcluster_2729_1	34	7.5271	70.1
OGcluster_272_0	24	2.6103	77.0
OGcluster_2730_0	17	1.7545	69.5
OGcluster_2731_0	47	8.3621	77.9
OGcluster_2733_1	42	5.1195	78.2
OGcluster_2734_0	28	2.5491	75.9
OGcluster_2736_0	35	3.3083	75.2
OGcluster_2739_0	21	8.1403	79.6
OGcluster_2742_0	21	1.7723	69.2
OGcluster_2742_1	17	0.3831	86.3
OGcluster_2744_0	26	6.9384	91.5
OGcluster_2748_0	38	5.5885	66.3
OGcluster_274_0	24	1.7188	86.1
OGcluster_274_1	20	1.1632	88.9
OGcluster_2755_0	34	2.4742	72.3
OGcluster_2758_0	25	0.9438	86.0
OGcluster_2760_0	17	2.5523	83.7
OGcluster_2762_0	26	11.7620	61.7
OGcluster_2765_0	28	6.6081	75.7
OGcluster_2766_0	35	4.0318	74.3
OGcluster_2768_0	23	1.3252	90.0
OGcluster_2768_1	24	5.8026	86.8
OGcluster_2769_0	35	9.7575	65.6
OGcluster_276_0	23	0.8357	70.3
OGcluster_2770_0	24	9.0375	61.8
OGcluster_2771_0	24	3.8365	64.4
OGcluster_2774_0	37	9.5338	70.1
OGcluster_2777_1	42	16.1656	49.5
OGcluster_2778_0	17	0.4329	82.8
OGcluster_2779_0	32	5.5791	67.7
OGcluster_2779_1	19	0.9835	89.2
OGcluster_2781_0	44	5.6974	70.3
OGcluster_2789_0	47	18.3766	75.0
OGcluster_2793_1	49	19.7340	77.3
OGcluster_2797_1	47	9.6583	72.9
OGcluster_2798_0	29	8.1210	86.3
OGcluster_2798_1	27	1.9873	90.0
OGcluster_2799_0	17	5.9506	72.9
OGcluster_27_0	24	3.1926	86.1
OGcluster_27_1	34	4.2233	80.3
OGcluster_27_2	18	5.2799	91.3
OGcluster_27_3	47	9.3814	70.1
OGcluster_27_4	31	4.9550	66.7
OGcluster_27_5	43	6.4092	78.7
OGcluster_27_6	25	1.8013	82.8
OGcluster_27_7	34	3.5169	79.9
OGcluster_27_8	22	1.8269	90.4
OGcluster_2801_0	23	0.5730	83.7
OGcluster_2803_1	48	15.9689	69.6
OGcluster_2808_0	21	2.7122	70.4
OGcluster_2809_0	45	4.0806	78.4
OGcluster_280_0	20	0.6353	86.9
OGcluster_280_1	20	0.6451	86.1
OGcluster_2816_0	23	3.0847	71.0
OGcluster_2818_0	29	1.4505	87.1
OGcluster_281_0	26	1.3722	77.7
OGcluster_2829_0	23	8.5798	79.2
OGcluster_282_0	46	10.0662	71.9
OGcluster_282_1	46	10.7811	73.2
OGcluster_282_2	46	2.6955	70.9
OGcluster_2830_0	23	0.7775	80.6
OGcluster_2831_0	25	12.9027	59.9
OGcluster_2833_0	47	7.2226	73.1
OGcluster_2835_0	22	6.7233	86.1
OGcluster_2835_1	21	6.6310	80.9
OGcluster_2836_1	45	11.9187	62.5
OGcluster_2837_0	47	5.0559	69.6
OGcluster_2842_0	35	5.8550	82.2
OGcluster_2846_0	29	6.0787	92.1
OGcluster_2847_1	47	7.9385	78.5
OGcluster_284_0	33	6.3084	69.5
OGcluster_284_1	27	5.7972	84.3
OGcluster_2850_0	44	9.2639	72.9
OGcluster_2851_0	27	6.5962	61.8
OGcluster_2852_0	27	7.7150	73.1
OGcluster_2853_0	39	3.0292	80.6
OGcluster_2856_0	29	17.7073	59.2
OGcluster_2857_1	48	5.2133	75.0
OGcluster_2858_0	25	1.3382	85.8
OGcluster_285_0	34	2.2002	77.6
OGcluster_2862_0	35	9.1874	67.3
OGcluster_2863_0	20	0.7426	91.9
OGcluster_2868_0	17	4.5103	61.6
OGcluster_2870_1	48	19.3241	65.8
OGcluster_2871_1	44	5.1613	74.1
OGcluster_2875_0	23	1.4238	82.2
OGcluster_2877_1	24	8.5035	74.8
OGcluster_287_0	23	3.5119	91.5
OGcluster_287_1	21	0.8226	89.6
OGcluster_2881_0	27	2.5555	63.8
OGcluster_288_0	17	3.6887	35.6
OGcluster_288_1	31	3.2413	80.8
OGcluster_288_2	18	0.9586	83.4
OGcluster_2891_0	24	1.9974	59.9
OGcluster_2892_0	35	4.4779	90.2
OGcluster_2894_0	28	7.8642	67.1
OGcluster_2897_0	42	7.1298	83.1
OGcluster_2898_0	18	4.4142	59.5
OGcluster_289_0	22	1.2900	71.6
OGcluster_2901_0	46	11.2378	75.3
OGcluster_2904_0	18	2.1009	77.3
OGcluster_2908_0	33	7.8701	72.2
OGcluster_2910_0	37	18.8242	79.9
OGcluster_2912_1	46	10.0493	74.4
OGcluster_2913_0	24	2.7527	75.8
OGcluster_2921_0	17	2.5960	69.4
OGcluster_2922_0	37	5.9992	81.2
OGcluster_2923_0	24	6.9231	63.8
OGcluster_2928_0	44	21.6105	74.5
OGcluster_2931_0	46	7.7690	68.9
OGcluster_2932_0	19	13.4532	68.0
OGcluster_2933_0	24	7.7009	63.3
OGcluster_2934_0	25	1.0163	80.8
OGcluster_2936_0	39	8.9928	71.6
OGcluster_2938_0	23	0.9958	84.5
OGcluster_293_0	34	3.5561	78.3
OGcluster_2940_0	26	10.3507	64.8
OGcluster_2942_0	28	7.1756	64.2
OGcluster_2945_0	21	1.3967	88.1
OGcluster_2946_0	23	8.5289	72.6
OGcluster_2947_0	43	8.4580	71.8
OGcluster_2949_0	20	1.5549	73.4
OGcluster_294_0	18	2.2512	60.5
OGcluster_2952_0	33	1.6347	83.8
OGcluster_2961_1	46	12.6758	76.1
OGcluster_2962_0	39	8.6940	80.7
OGcluster_2964_0	27	12.7732	59.6
OGcluster_2967_0	43	11.4037	69.7
OGcluster_2970_1	46	10.8410	71.6
OGcluster_2972_0	20	0.6996	81.9
OGcluster_2973_1	43	5.3072	80.6
OGcluster_2974_0	21	2.1852	67.8
OGcluster_2976_0	19	7.9613	68.8
OGcluster_2977_0	43	13.3498	77.3
OGcluster_2979_0	18	1.4391	77.6
OGcluster_297_0	45	8.6155	77.5
OGcluster_297_1	17	1.6745	75.7
OGcluster_297_2	21	1.1173	82.3
OGcluster_2980_0	20	12.8725	67.6
OGcluster_2983_1	43	8.0966	76.9
OGcluster_2986_0	47	33.2480	72.1
OGcluster_2988_0	23	6.0650	87.5
OGcluster_298_0	42	12.9929	75.1
OGcluster_298_1	26	4.6471	80.5
OGcluster_298_2	23	12.2525	85.9
OGcluster_298_3	25	4.3518	88.8
OGcluster_298_4	22	3.8886	75.8
OGcluster_2991_0	24	1.0197	73.3
OGcluster_2995_0	35	2.7177	78.9
OGcluster_2996_0	34	2.8991	44.7
OGcluster_29_0	36	2.5957	82.4
OGcluster_29_1	25	6.2224	74.7
OGcluster_29_2	32	3.6798	81.1
OGcluster_29_3	30	1.8107	82.7
OGcluster_29_4	42	3.5647	78.7
OGcluster_29_5	17	0.5235	76.6
OGcluster_29_6	46	8.1967	77.4
OGcluster_29_7	19	0.4733	88.9
OGcluster_29_8	21	0.6442	83.8
OGcluster_3000_1	49	9.8633	71.8
OGcluster_3001_0	43	6.2178	80.0
OGcluster_3007_0	24	7.8041	63.8
OGcluster_3008_0	21	0.4028	91.4
OGcluster_3010_0	22	0.4999	79.3
OGcluster_3012_0	45	7.6841	66.5
OGcluster_3013_0	20	1.6330	84.4
OGcluster_3013_1	25	1.6452	62.5
OGcluster_3014_0	45	20.0680	78.2
OGcluster_3016_0	17	0.8297	79.8
OGcluster_301_0	17	0.9119	90.2
OGcluster_3020_0	26	2.0918	89.7
OGcluster_3022_1	46	5.2625	73.9
OGcluster_3025_0	21	6.1350	74.1
OGcluster_3027_0	17	15.7802	53.2
OGcluster_3039_0	18	7.6883	67.5
OGcluster_303_0	18	2.4601	64.2
OGcluster_303_1	20	5.7839	59.8
OGcluster_303_2	19	6.1838	57.3
OGcluster_303_3	18	0.7281	76.5
OGcluster_3042_0	25	1.4610	67.4
OGcluster_3048_0	45	8.0478	74.7
OGcluster_3049_0	38	4.1029	78.5
OGcluster_304_0	26	8.8616	73.0
OGcluster_304_1	46	5.2869	75.5
OGcluster_304_2	18	0.8640	75.7
OGcluster_3055_0	28	2.2579	89.4
OGcluster_3056_0	22	6.7848	67.7
OGcluster_3057_0	38	8.7658	82.9
OGcluster_3060_1	44	8.0276	73.1
OGcluster_3063_1	50	11.7580	73.6
OGcluster_3064_0	40	3.2513	75.0
OGcluster_3068_0	44	8.1955	68.5
OGcluster_3071_0	46	5.6653	73.3
OGcluster_3075_0	43	8.6190	78.2
OGcluster_3077_0	23	0.8515	71.5
OGcluster_307_0	41	11.4435	73.2
OGcluster_3080_0	21	2.9833	65.3
OGcluster_3082_1	43	9.8380	80.9
OGcluster_3084_0	42	2.7263	68.2
OGcluster_3087_1	44	14.9170	78.2
OGcluster_308_0	21	0.6647	85.3
OGcluster_3090_0	17	0.5313	84.7
OGcluster_3091_0	37	11.8473	71.4
OGcluster_3092_0	18	4.6233	71.1
OGcluster_3097_0	22	24.2455	77.1
OGcluster_30_0	18	0.8134	86.9
OGcluster_30_1	23	0.7692	81.0
OGcluster_30_2	51	8.7774	78.3
OGcluster_3102_0	48	11.0380	75.3
OGcluster_3105_0	46	6.4989	69.4
OGcluster_3106_0	43	11.3674	70.0
OGcluster_310_0	19	0.5657	88.8
OGcluster_310_1	20	0.2854	87.7
OGcluster_3114_0	41	3.8072	74.7
OGcluster_3117_0	48	16.5059	67.8
OGcluster_3118_0	23	0.5497	84.8
OGcluster_3119_0	25	11.3486	72.2
OGcluster_3120_0	26	1.4432	91.4
OGcluster_3120_1	18	11.5629	63.7
OGcluster_3124_0	19	5.3870	75.0
OGcluster_3126_0	18	15.6827	78.2
OGcluster_3127_0	44	14.6433	74.4
OGcluster_3128_0	34	13.0987	87.2
OGcluster_312_0	19	1.8354	95.3
OGcluster_3131_0	45	7.7343	73.7
OGcluster_3133_0	18	1.8421	62.3
OGcluster_3134_0	36	4.8538	73.6
OGcluster_3142_0	17	3.7355	80.6
OGcluster_3144_0	19	1.9730	79.2
OGcluster_3145_0	47	8.5655	76.4
OGcluster_3146_1	34	7.6459	73.4
OGcluster_3147_0	18	8.4877	58.1
OGcluster_314_0	32	2.6248	65.3
OGcluster_3151_0	17	3.0420	73.7
OGcluster_3154_1	47	22.0673	75.4
OGcluster_3155_0	23	2.7440	64.3
OGcluster_3156_0	44	13.9223	70.4
OGcluster_3157_1	40	10.4081	79.6
OGcluster_3158_0	40	14.6005	64.1
OGcluster_3167_0	26	12.4644	53.2
OGcluster_3168_0	21	0.9342	88.5
OGcluster_3169_1	41	5.0031	74.6
OGcluster_316_0	21	1.0548	82.8
OGcluster_3170_0	21	1.1840	87.1
OGcluster_3171_0	39	11.1778	86.2
OGcluster_3173_0	49	6.8602	78.7
OGcluster_3175_0	29	1.6006	81.5
OGcluster_317_0	44	3.1580	70.5
OGcluster_317_1	17	0.2641	77.5
OGcluster_3180_0	17	1.9263	60.5
OGcluster_3180_1	23	1.1584	57.5
OGcluster_3181_0	27	14.8150	58.4
OGcluster_3182_0	23	0.4676	86.4
OGcluster_3184_0	27	7.0400	63.8
OGcluster_3188_0	34	7.4663	73.9
OGcluster_3190_0	20	0.6024	81.8
OGcluster_3191_0	18	2.2952	85.3
OGcluster_3192_0	46	10.8898	76.3
OGcluster_3193_0	43	6.6588	79.3
OGcluster_3194_0	46	9.6333	80.0
OGcluster_3195_0	17	12.3654	69.2
OGcluster_3198_0	20	5.8785	58.7
OGcluster_3200_0	24	2.8085	68.3
OGcluster_3201_0	45	9.9108	72.5
OGcluster_3202_0	26	14.7084	67.3
OGcluster_3204_0	38	3.8333	77.7
OGcluster_3206_0	19	4.6696	80.0
OGcluster_3207_0	36	3.0435	75.3
OGcluster_320_1	22	0.5610	87.0
OGcluster_3211_0	48	8.6998	76.6
OGcluster_3212_1	48	19.0742	70.5
OGcluster_3214_0	18	0.5669	83.3
OGcluster_3217_0	17	1.7790	79.1
OGcluster_3217_1	21	12.3038	73.5
OGcluster_3218_0	23	0.4301	81.2
OGcluster_321_0	37	7.2452	73.2
OGcluster_321_1	44	9.1682	86.4
OGcluster_3231_0	19	2.0863	72.7
OGcluster_3232_1	50	15.3169	69.1
OGcluster_3237_1	44	7.4663	74.8
OGcluster_3239_1	45	7.8417	71.4
OGcluster_323_0	25	3.2622	90.8
OGcluster_323_1	46	8.4147	82.6
OGcluster_3240_0	20	2.5444	59.9
OGcluster_3241_0	24	5.3105	66.5
OGcluster_3242_0	42	11.4128	83.1
OGcluster_3246_0	44	10.4876	72.2
OGcluster_3250_1	43	10.2315	71.3
OGcluster_3253_0	27	7.6384	81.8
OGcluster_3254_0	45	8.0742	75.3
OGcluster_325_0	19	3.4388	72.1
OGcluster_3260_1	46	9.5783	74.5
OGcluster_3265_0	22	0.6922	71.2
OGcluster_3266_0	18	6.4290	70.7
OGcluster_326_0	20	1.1454	94.2
OGcluster_3270_0	47	13.1844	73.3
OGcluster_3271_0	22	10.0290	73.0
OGcluster_3272_1	49	12.6482	75.9
OGcluster_3276_1	48	9.1346	66.3
OGcluster_327_0	22	0.9802	85.5
OGcluster_327_1	24	1.9770	82.2
OGcluster_3280_0	18	1.2605	64.7
OGcluster_3283_1	45	11.1315	63.7
OGcluster_3288_0	24	1.2636	93.3
OGcluster_3289_0	19	0.6604	85.9
OGcluster_3290_0	42	8.5948	73.6
OGcluster_3292_0	27	2.5584	70.4
OGcluster_3293_0	46	3.8155	66.8
OGcluster_3294_0	17	1.7801	70.1
OGcluster_3295_0	21	1.1610	65.7
OGcluster_3297_0	23	0.6434	87.2
OGcluster_329_0	20	0.8808	83.0
OGcluster_32_0	21	1.7530	57.9
OGcluster_32_1	20	0.5073	90.1
OGcluster_32_2	20	0.6522	92.6
OGcluster_32_3	23	3.2178	70.0
OGcluster_32_4	24	1.6631	72.6
